AreaID,PremiseCode,AreaName,PremiseDescription
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,122,Southwest,"VEHICLE, PASSENGER/TRUCK"
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,101,Southwest,STREET
3,502,Southwest,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
3,104,Southwest,DRIVEWAY
3,101,Southwest,STREET
3,101,Southwest,STREET
3,124,Southwest,"BUS STOP"
14,102,Pacific,SIDEWALK
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,108,Southwest,"PARKING LOT"
3,203,Southwest,"OTHER BUSINESS"
3,108,Southwest,"PARKING LOT"
3,301,Southwest,"GAS STATION"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,109,Southwest,PARK/PLAYGROUND
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,124,Southwest,"BUS STOP"
3,101,Southwest,STREET
3,108,Southwest,"PARKING LOT"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,721,Southwest,"HIGH SCHOOL"
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,124,Southwest,"BUS STOP"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,203,Southwest,"OTHER BUSINESS"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
13,102,Newton,SIDEWALK
3,101,Southwest,STREET
3,109,Southwest,PARK/PLAYGROUND
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,108,Southwest,"PARKING LOT"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,109,Southwest,PARK/PLAYGROUND
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,502,Southwest,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
3,102,Southwest,SIDEWALK
12,101,"77th Street",STREET
3,101,Southwest,STREET
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,108,Southwest,"PARKING LOT"
3,108,Southwest,"PARKING LOT"
3,101,Southwest,STREET
3,103,Southwest,ALLEY
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,727,Southwest,"SHOPPING MALL (COMMON AREA)"
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,108,Southwest,"PARKING LOT"
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,108,Southwest,"PARKING LOT"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,101,Southwest,STREET
3,108,Southwest,"PARKING LOT"
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,108,Southwest,"PARKING LOT"
3,301,Southwest,"GAS STATION"
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,104,Southwest,DRIVEWAY
3,101,Southwest,STREET
3,101,Southwest,STREET
3,108,Southwest,"PARKING LOT"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,124,Southwest,"BUS STOP"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,122,Southwest,"VEHICLE, PASSENGER/TRUCK"
3,101,Southwest,STREET
3,721,Southwest,"HIGH SCHOOL"
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,509,Southwest,"MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,103,Southwest,ALLEY
3,203,Southwest,"OTHER BUSINESS"
3,108,Southwest,"PARKING LOT"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,203,Southwest,"OTHER BUSINESS"
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,502,Southwest,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
3,122,Southwest,"VEHICLE, PASSENGER/TRUCK"
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,701,Southwest,HOSPITAL
3,101,Southwest,STREET
3,101,Southwest,STREET
3,108,Southwest,"PARKING LOT"
3,722,Southwest,"COLLEGE/JUNIOR COLLEGE/UNIVERSITY"
3,108,Southwest,"PARKING LOT"
3,124,Southwest,"BUS STOP"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,109,Southwest,PARK/PLAYGROUND
3,103,Southwest,ALLEY
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,122,Southwest,"VEHICLE, PASSENGER/TRUCK"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,108,Southwest,"PARKING LOT"
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,214,Southwest,"BUS DEPOT"
3,102,Southwest,SIDEWALK
3,109,Southwest,PARK/PLAYGROUND
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,203,Southwest,"OTHER BUSINESS"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,128,Southwest,"BUS STOP OR LAYOVER"
3,101,Southwest,STREET
3,108,Southwest,"PARKING LOT"
3,108,Southwest,"PARKING LOT"
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,103,Southwest,ALLEY
3,203,Southwest,"OTHER BUSINESS"
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,103,Southwest,ALLEY
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,203,Southwest,"OTHER BUSINESS"
3,101,Southwest,STREET
3,108,Southwest,"PARKING LOT"
3,102,Southwest,SIDEWALK
3,108,Southwest,"PARKING LOT"
3,301,Southwest,"GAS STATION"
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,502,Southwest,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
3,102,Southwest,SIDEWALK
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,103,Southwest,ALLEY
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,203,Southwest,"OTHER BUSINESS"
3,101,Southwest,STREET
3,124,Southwest,"BUS STOP"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,502,Southwest,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
3,101,Southwest,STREET
3,708,Southwest,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)"
3,101,Southwest,STREET
3,124,Southwest,"BUS STOP"
3,101,Southwest,STREET
3,210,Southwest,"RESTAURANT/FAST FOOD"
3,124,Southwest,"BUS STOP"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,108,Southwest,"PARKING LOT"
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,101,Southwest,STREET
3,101,Southwest,STREET
3,122,Southwest,"VEHICLE, PASSENGER/TRUCK"
3,402,Southwest,MARKET
3,124,Southwest,"BUS STOP"
3,102,Southwest,SIDEWALK
3,503,Southwest,HOTEL
3,101,Southwest,STREET
3,122,Southwest,"VEHICLE, PASSENGER/TRUCK"
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,210,Southwest,"RESTAURANT/FAST FOOD"
3,108,Southwest,"PARKING LOT"
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,101,Southwest,STREET
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,502,Southwest,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
3,101,Southwest,STREET
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,501,Southwest,"SINGLE FAMILY DWELLING"
3,101,Southwest,STREET
3,218,Southwest,"BEAUTY/BARBER SHOP"
3,102,Southwest,SIDEWALK
3,101,Southwest,STREET
3,109,Southwest,PARK/PLAYGROUND
4,104,Hollenbeck,DRIVEWAY
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,301,Hollenbeck,"GAS STATION"
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,103,Hollenbeck,ALLEY
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,701,Hollenbeck,HOSPITAL
4,502,Hollenbeck,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,721,Hollenbeck,"HIGH SCHOOL"
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,108,Hollenbeck,"PARKING LOT"
4,102,Hollenbeck,SIDEWALK
4,104,Hollenbeck,DRIVEWAY
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,108,Hollenbeck,"PARKING LOT"
4,101,Hollenbeck,STREET
4,109,Hollenbeck,PARK/PLAYGROUND
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,122,Hollenbeck,"VEHICLE, PASSENGER/TRUCK"
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,103,Hollenbeck,ALLEY
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,108,Hollenbeck,"PARKING LOT"
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,110,Hollenbeck,FREEWAY
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,108,Hollenbeck,"PARKING LOT"
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,207,Hollenbeck,BAR/COCKTAIL/NIGHTCLUB
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,108,Hollenbeck,"PARKING LOT"
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,301,Hollenbeck,"GAS STATION"
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,108,Hollenbeck,"PARKING LOT"
4,122,Hollenbeck,"VEHICLE, PASSENGER/TRUCK"
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,710,Hollenbeck,"OTHER PREMISE"
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,717,Hollenbeck,"HEALTH SPA/GYM"
4,101,Hollenbeck,STREET
4,108,Hollenbeck,"PARKING LOT"
4,103,Hollenbeck,ALLEY
4,109,Hollenbeck,PARK/PLAYGROUND
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,501,Hollenbeck,"SINGLE FAMILY DWELLING"
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,501,Hollenbeck,"SINGLE FAMILY DWELLING"
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,721,Hollenbeck,"HIGH SCHOOL"
4,101,Hollenbeck,STREET
4,501,Hollenbeck,"SINGLE FAMILY DWELLING"
4,102,Hollenbeck,SIDEWALK
4,109,Hollenbeck,PARK/PLAYGROUND
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,103,Hollenbeck,ALLEY
4,102,Hollenbeck,SIDEWALK
4,501,Hollenbeck,"SINGLE FAMILY DWELLING"
4,101,Hollenbeck,STREET
4,109,Hollenbeck,PARK/PLAYGROUND
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,103,Hollenbeck,ALLEY
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,124,Hollenbeck,"BUS STOP"
4,207,Hollenbeck,BAR/COCKTAIL/NIGHTCLUB
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,110,Hollenbeck,FREEWAY
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,203,Hollenbeck,"OTHER BUSINESS"
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,402,Hollenbeck,MARKET
4,101,Hollenbeck,STREET
4,501,Hollenbeck,"SINGLE FAMILY DWELLING"
4,109,Hollenbeck,PARK/PLAYGROUND
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,109,Hollenbeck,PARK/PLAYGROUND
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,501,Hollenbeck,"SINGLE FAMILY DWELLING"
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,301,Hollenbeck,"GAS STATION"
4,102,Hollenbeck,SIDEWALK
4,109,Hollenbeck,PARK/PLAYGROUND
4,116,Hollenbeck,OTHER/OUTSIDE
4,102,Hollenbeck,SIDEWALK
4,502,Hollenbeck,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
13,101,Newton,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,124,Hollenbeck,"BUS STOP"
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,103,Hollenbeck,ALLEY
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,109,Hollenbeck,PARK/PLAYGROUND
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,109,Hollenbeck,PARK/PLAYGROUND
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,501,Hollenbeck,"SINGLE FAMILY DWELLING"
4,109,Hollenbeck,PARK/PLAYGROUND
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,108,Hollenbeck,"PARKING LOT"
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,108,Hollenbeck,"PARKING LOT"
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,501,Hollenbeck,"SINGLE FAMILY DWELLING"
4,501,Hollenbeck,"SINGLE FAMILY DWELLING"
4,501,Hollenbeck,"SINGLE FAMILY DWELLING"
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,109,Hollenbeck,PARK/PLAYGROUND
4,102,Hollenbeck,SIDEWALK
4,124,Hollenbeck,"BUS STOP"
4,101,Hollenbeck,STREET
4,105,Hollenbeck,"PEDESTRIAN OVERCROSSING"
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,725,Hollenbeck,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)"
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,501,Hollenbeck,"SINGLE FAMILY DWELLING"
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,108,Hollenbeck,"PARKING LOT"
4,108,Hollenbeck,"PARKING LOT"
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,720,Hollenbeck,"JUNIOR HIGH SCHOOL"
4,502,Hollenbeck,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
4,109,Hollenbeck,PARK/PLAYGROUND
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,108,Hollenbeck,"PARKING LOT"
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,108,Hollenbeck,"PARKING LOT"
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,104,Hollenbeck,DRIVEWAY
4,104,Hollenbeck,DRIVEWAY
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,149,Hollenbeck,"RIVER BED*"
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,108,Hollenbeck,"PARKING LOT"
4,103,Hollenbeck,ALLEY
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,109,Hollenbeck,PARK/PLAYGROUND
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,122,Hollenbeck,"VEHICLE, PASSENGER/TRUCK"
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,124,Hollenbeck,"BUS STOP"
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,109,Hollenbeck,PARK/PLAYGROUND
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,102,Hollenbeck,SIDEWALK
4,109,Hollenbeck,PARK/PLAYGROUND
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,103,Hollenbeck,ALLEY
4,102,Hollenbeck,SIDEWALK
4,116,Hollenbeck,OTHER/OUTSIDE
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,203,Hollenbeck,"OTHER BUSINESS"
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,101,Hollenbeck,STREET
4,119,Hollenbeck,"PORCH, RESIDENTIAL"
4,721,Hollenbeck,"HIGH SCHOOL"
